head,winner,loser,subject_id,center,left,right,validation
41,14,27,0hkvchjl9j,materials/imgs/D65.png,materials/imgs/D19.png,materials/imgs/D37.png,random
29,62,14,0hkvchjl9j,materials/imgs/D46.png,materials/imgs/D19.png,materials/imgs/D96.png,random
27,34,21,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D52.png,materials/imgs/D29.png,random
5,50,19,0hkvchjl9j,materials/imgs/D104.png,materials/imgs/D8.png,materials/imgs/D25.png,random
45,22,34,0hkvchjl9j,materials/imgs/D75.png,materials/imgs/D52.png,materials/imgs/D3.png,random
28,56,44,0hkvchjl9j,materials/imgs/D4.png,materials/imgs/D85.png,materials/imgs/D74.png,random
38,28,17,0hkvchjl9j,materials/imgs/D57.png,materials/imgs/D22.png,materials/imgs/D4.png,random
58,51,25,0hkvchjl9j,materials/imgs/D9.png,materials/imgs/D80.png,materials/imgs/D35.png,random
57,18,10,0hkvchjl9j,materials/imgs/D87.png,materials/imgs/D14.png,materials/imgs/D24.png,random
58,27,3,0hkvchjl9j,materials/imgs/D9.png,materials/imgs/D102.png,materials/imgs/D37.png,random
56,22,15,0hkvchjl9j,materials/imgs/D85.png,materials/imgs/D20.png,materials/imgs/D3.png,random
35,34,52,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D81.png,materials/imgs/D52.png,random
59,41,47,0hkvchjl9j,materials/imgs/D92.png,materials/imgs/D65.png,materials/imgs/D77.png,random
21,6,60,0hkvchjl9j,materials/imgs/D29.png,materials/imgs/D94.png,materials/imgs/D105.png,random
3,24,44,0hkvchjl9j,materials/imgs/D102.png,materials/imgs/D34.png,materials/imgs/D74.png,random
26,25,58,0hkvchjl9j,materials/imgs/D36.png,materials/imgs/D9.png,materials/imgs/D35.png,random
39,34,50,0hkvchjl9j,materials/imgs/D6.png,materials/imgs/D8.png,materials/imgs/D52.png,random
7,7,2,0hkvchjl9j,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
30,34,1,0hkvchjl9j,materials/imgs/D47.png,materials/imgs/D1.png,materials/imgs/D52.png,validation
9,53,61,0hkvchjl9j,materials/imgs/D111.png,materials/imgs/D82.png,materials/imgs/D95.png,validation
36,32,31,0hkvchjl9j,materials/imgs/D55.png,materials/imgs/D48.png,materials/imgs/D49.png,random
2,5,60,0hkvchjl9j,materials/imgs/D101.png,materials/imgs/D94.png,materials/imgs/D104.png,random
43,4,40,0hkvchjl9j,materials/imgs/D68.png,materials/imgs/D103.png,materials/imgs/D64.png,random
58,28,59,0hkvchjl9j,materials/imgs/D9.png,materials/imgs/D4.png,materials/imgs/D92.png,random
17,57,19,0hkvchjl9j,materials/imgs/D22.png,materials/imgs/D87.png,materials/imgs/D25.png,random
8,10,25,0hkvchjl9j,materials/imgs/D11.png,materials/imgs/D14.png,materials/imgs/D35.png,random
60,32,3,0hkvchjl9j,materials/imgs/D94.png,materials/imgs/D49.png,materials/imgs/D102.png,random
35,35,40,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D64.png,materials/imgs/D53.png,check
13,23,38,0hkvchjl9j,materials/imgs/D18.png,materials/imgs/D32.png,materials/imgs/D57.png,validation
46,54,39,0hkvchjl9j,materials/imgs/D76.png,materials/imgs/D83.png,materials/imgs/D6.png,validation
32,21,31,0hkvchjl9j,materials/imgs/D49.png,materials/imgs/D29.png,materials/imgs/D48.png,random
3,17,43,0hkvchjl9j,materials/imgs/D102.png,materials/imgs/D68.png,materials/imgs/D22.png,random
40,21,10,0hkvchjl9j,materials/imgs/D64.png,materials/imgs/D29.png,materials/imgs/D14.png,random
36,57,19,0hkvchjl9j,materials/imgs/D55.png,materials/imgs/D25.png,materials/imgs/D87.png,random
27,62,35,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D96.png,materials/imgs/D53.png,random
42,23,48,0hkvchjl9j,materials/imgs/D66.png,materials/imgs/D78.png,materials/imgs/D32.png,random
60,20,27,0hkvchjl9j,materials/imgs/D94.png,materials/imgs/D26.png,materials/imgs/D37.png,random
2,2,7,0hkvchjl9j,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
42,56,19,0hkvchjl9j,materials/imgs/D66.png,materials/imgs/D85.png,materials/imgs/D25.png,validation
15,56,55,0hkvchjl9j,materials/imgs/D20.png,materials/imgs/D84.png,materials/imgs/D85.png,validation
36,16,61,0hkvchjl9j,materials/imgs/D55.png,materials/imgs/D21.png,materials/imgs/D95.png,random
6,17,37,0hkvchjl9j,materials/imgs/D105.png,materials/imgs/D56.png,materials/imgs/D22.png,random
24,3,21,0hkvchjl9j,materials/imgs/D34.png,materials/imgs/D29.png,materials/imgs/D102.png,random
52,4,36,0hkvchjl9j,materials/imgs/D81.png,materials/imgs/D103.png,materials/imgs/D55.png,random
29,53,9,0hkvchjl9j,materials/imgs/D46.png,materials/imgs/D111.png,materials/imgs/D82.png,random
24,51,61,0hkvchjl9j,materials/imgs/D34.png,materials/imgs/D95.png,materials/imgs/D80.png,random
37,43,21,0hkvchjl9j,materials/imgs/D56.png,materials/imgs/D68.png,materials/imgs/D29.png,random
29,29,20,0hkvchjl9j,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
37,6,19,0hkvchjl9j,materials/imgs/D56.png,materials/imgs/D25.png,materials/imgs/D105.png,validation
23,43,62,0hkvchjl9j,materials/imgs/D32.png,materials/imgs/D68.png,materials/imgs/D96.png,validation
18,61,40,0hkvchjl9j,materials/imgs/D24.png,materials/imgs/D95.png,materials/imgs/D64.png,random
24,36,1,0hkvchjl9j,materials/imgs/D34.png,materials/imgs/D1.png,materials/imgs/D55.png,random
14,55,2,0hkvchjl9j,materials/imgs/D19.png,materials/imgs/D101.png,materials/imgs/D84.png,random
25,52,20,0hkvchjl9j,materials/imgs/D35.png,materials/imgs/D26.png,materials/imgs/D81.png,random
39,1,37,0hkvchjl9j,materials/imgs/D6.png,materials/imgs/D56.png,materials/imgs/D1.png,random
18,38,62,0hkvchjl9j,materials/imgs/D24.png,materials/imgs/D96.png,materials/imgs/D57.png,random
37,24,23,0hkvchjl9j,materials/imgs/D56.png,materials/imgs/D34.png,materials/imgs/D32.png,random
2,2,7,0hkvchjl9j,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
20,26,59,0hkvchjl9j,materials/imgs/D26.png,materials/imgs/D36.png,materials/imgs/D92.png,validation
34,58,14,0hkvchjl9j,materials/imgs/D52.png,materials/imgs/D9.png,materials/imgs/D19.png,validation
24,17,40,0hkvchjl9j,materials/imgs/D34.png,materials/imgs/D22.png,materials/imgs/D64.png,random
36,22,44,0hkvchjl9j,materials/imgs/D55.png,materials/imgs/D3.png,materials/imgs/D74.png,random
54,24,14,0hkvchjl9j,materials/imgs/D83.png,materials/imgs/D19.png,materials/imgs/D34.png,random
54,13,31,0hkvchjl9j,materials/imgs/D83.png,materials/imgs/D18.png,materials/imgs/D48.png,random
27,42,32,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D49.png,materials/imgs/D66.png,random
43,3,37,0hkvchjl9j,materials/imgs/D68.png,materials/imgs/D102.png,materials/imgs/D56.png,random
44,13,11,0hkvchjl9j,materials/imgs/D74.png,materials/imgs/D16.png,materials/imgs/D18.png,random
40,40,35,0hkvchjl9j,materials/imgs/D64.png,materials/imgs/D64.png,materials/imgs/D53.png,check
27,9,55,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D84.png,materials/imgs/D111.png,validation
17,28,19,0hkvchjl9j,materials/imgs/D22.png,materials/imgs/D4.png,materials/imgs/D25.png,validation
35,16,22,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D3.png,materials/imgs/D21.png,random
6,54,50,0hkvchjl9j,materials/imgs/D105.png,materials/imgs/D8.png,materials/imgs/D83.png,random
2,61,32,0hkvchjl9j,materials/imgs/D101.png,materials/imgs/D95.png,materials/imgs/D49.png,random
30,50,6,0hkvchjl9j,materials/imgs/D47.png,materials/imgs/D105.png,materials/imgs/D8.png,random
32,35,17,0hkvchjl9j,materials/imgs/D49.png,materials/imgs/D22.png,materials/imgs/D53.png,random
54,22,37,0hkvchjl9j,materials/imgs/D83.png,materials/imgs/D56.png,materials/imgs/D3.png,random
39,51,1,0hkvchjl9j,materials/imgs/D6.png,materials/imgs/D80.png,materials/imgs/D1.png,random
40,40,35,0hkvchjl9j,materials/imgs/D64.png,materials/imgs/D64.png,materials/imgs/D53.png,check
38,28,9,0hkvchjl9j,materials/imgs/D57.png,materials/imgs/D111.png,materials/imgs/D4.png,validation
49,33,40,0hkvchjl9j,materials/imgs/D79.png,materials/imgs/D51.png,materials/imgs/D64.png,validation
34,21,53,0hkvchjl9j,materials/imgs/D52.png,materials/imgs/D82.png,materials/imgs/D29.png,random
59,21,20,0hkvchjl9j,materials/imgs/D92.png,materials/imgs/D26.png,materials/imgs/D29.png,random
35,10,5,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D104.png,materials/imgs/D14.png,random
16,22,51,0hkvchjl9j,materials/imgs/D21.png,materials/imgs/D3.png,materials/imgs/D80.png,random
44,51,8,0hkvchjl9j,materials/imgs/D74.png,materials/imgs/D11.png,materials/imgs/D80.png,random
62,3,11,0hkvchjl9j,materials/imgs/D96.png,materials/imgs/D102.png,materials/imgs/D16.png,random
3,27,28,0hkvchjl9j,materials/imgs/D102.png,materials/imgs/D37.png,materials/imgs/D4.png,random
46,48,46,0hkvchjl9j,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
17,28,19,0hkvchjl9j,materials/imgs/D22.png,materials/imgs/D4.png,materials/imgs/D25.png,validation
3,23,9,0hkvchjl9j,materials/imgs/D102.png,materials/imgs/D32.png,materials/imgs/D111.png,validation
20,37,2,0hkvchjl9j,materials/imgs/D26.png,materials/imgs/D101.png,materials/imgs/D56.png,random
56,59,55,0hkvchjl9j,materials/imgs/D85.png,materials/imgs/D84.png,materials/imgs/D92.png,random
28,5,1,0hkvchjl9j,materials/imgs/D4.png,materials/imgs/D104.png,materials/imgs/D1.png,random
27,56,45,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D75.png,materials/imgs/D85.png,random
48,16,40,0hkvchjl9j,materials/imgs/D78.png,materials/imgs/D64.png,materials/imgs/D21.png,random
35,25,20,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D35.png,materials/imgs/D26.png,random
10,11,18,0hkvchjl9j,materials/imgs/D14.png,materials/imgs/D24.png,materials/imgs/D16.png,random
20,20,29,0hkvchjl9j,materials/imgs/D26.png,materials/imgs/D26.png,materials/imgs/D46.png,check
3,23,9,0hkvchjl9j,materials/imgs/D102.png,materials/imgs/D32.png,materials/imgs/D111.png,validation
7,13,38,0hkvchjl9j,materials/imgs/D106.png,materials/imgs/D57.png,materials/imgs/D18.png,validation
18,41,40,0hkvchjl9j,materials/imgs/D24.png,materials/imgs/D64.png,materials/imgs/D65.png,random
14,46,1,0hkvchjl9j,materials/imgs/D19.png,materials/imgs/D76.png,materials/imgs/D1.png,random
37,29,11,0hkvchjl9j,materials/imgs/D56.png,materials/imgs/D46.png,materials/imgs/D16.png,random
17,51,43,0hkvchjl9j,materials/imgs/D22.png,materials/imgs/D68.png,materials/imgs/D80.png,random
43,19,42,0hkvchjl9j,materials/imgs/D68.png,materials/imgs/D66.png,materials/imgs/D25.png,random
9,51,52,0hkvchjl9j,materials/imgs/D111.png,materials/imgs/D81.png,materials/imgs/D80.png,random
17,11,16,0hkvchjl9j,materials/imgs/D22.png,materials/imgs/D21.png,materials/imgs/D16.png,random
7,7,2,0hkvchjl9j,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
62,29,13,0hkvchjl9j,materials/imgs/D96.png,materials/imgs/D46.png,materials/imgs/D18.png,validation
8,54,31,0hkvchjl9j,materials/imgs/D11.png,materials/imgs/D83.png,materials/imgs/D48.png,validation
8,11,3,0hkvchjl9j,materials/imgs/D11.png,materials/imgs/D16.png,materials/imgs/D102.png,random
23,57,10,0hkvchjl9j,materials/imgs/D32.png,materials/imgs/D14.png,materials/imgs/D87.png,random
47,55,15,0hkvchjl9j,materials/imgs/D77.png,materials/imgs/D20.png,materials/imgs/D84.png,random
49,41,62,0hkvchjl9j,materials/imgs/D79.png,materials/imgs/D96.png,materials/imgs/D65.png,random
32,56,51,0hkvchjl9j,materials/imgs/D49.png,materials/imgs/D80.png,materials/imgs/D85.png,random
41,44,33,0hkvchjl9j,materials/imgs/D65.png,materials/imgs/D74.png,materials/imgs/D51.png,random
11,55,18,0hkvchjl9j,materials/imgs/D16.png,materials/imgs/D84.png,materials/imgs/D24.png,random
29,29,20,0hkvchjl9j,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
42,56,19,0hkvchjl9j,materials/imgs/D66.png,materials/imgs/D85.png,materials/imgs/D25.png,validation
62,13,29,0hkvchjl9j,materials/imgs/D96.png,materials/imgs/D46.png,materials/imgs/D18.png,validation
42,25,17,0hkvchjl9j,materials/imgs/D66.png,materials/imgs/D35.png,materials/imgs/D22.png,random
34,11,4,0hkvchjl9j,materials/imgs/D52.png,materials/imgs/D16.png,materials/imgs/D103.png,random
34,16,3,0hkvchjl9j,materials/imgs/D52.png,materials/imgs/D102.png,materials/imgs/D21.png,random
27,61,19,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D95.png,materials/imgs/D25.png,random
4,47,29,0hkvchjl9j,materials/imgs/D103.png,materials/imgs/D77.png,materials/imgs/D46.png,random
15,61,18,0hkvchjl9j,materials/imgs/D20.png,materials/imgs/D95.png,materials/imgs/D24.png,random
14,23,43,0hkvchjl9j,materials/imgs/D19.png,materials/imgs/D68.png,materials/imgs/D32.png,random
7,7,2,0hkvchjl9j,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
9,53,61,0hkvchjl9j,materials/imgs/D111.png,materials/imgs/D82.png,materials/imgs/D95.png,validation
25,18,54,0hkvchjl9j,materials/imgs/D35.png,materials/imgs/D83.png,materials/imgs/D24.png,validation
51,4,60,0hkvchjl9j,materials/imgs/D80.png,materials/imgs/D94.png,materials/imgs/D103.png,random
29,6,52,0hkvchjl9j,materials/imgs/D46.png,materials/imgs/D105.png,materials/imgs/D81.png,random
20,36,57,0hkvchjl9j,materials/imgs/D26.png,materials/imgs/D87.png,materials/imgs/D55.png,random
6,45,1,0hkvchjl9j,materials/imgs/D105.png,materials/imgs/D1.png,materials/imgs/D75.png,random
57,23,43,0hkvchjl9j,materials/imgs/D87.png,materials/imgs/D68.png,materials/imgs/D32.png,random
62,35,23,0hkvchjl9j,materials/imgs/D96.png,materials/imgs/D53.png,materials/imgs/D32.png,random
1,8,39,0hkvchjl9j,materials/imgs/D1.png,materials/imgs/D6.png,materials/imgs/D11.png,random
7,7,2,0hkvchjl9j,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
35,47,45,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D77.png,materials/imgs/D75.png,validation
2,30,46,0hkvchjl9j,materials/imgs/D101.png,materials/imgs/D76.png,materials/imgs/D47.png,validation
50,62,51,0hkvchjl9j,materials/imgs/D8.png,materials/imgs/D96.png,materials/imgs/D80.png,random
31,58,57,0hkvchjl9j,materials/imgs/D48.png,materials/imgs/D87.png,materials/imgs/D9.png,random
38,47,25,0hkvchjl9j,materials/imgs/D57.png,materials/imgs/D77.png,materials/imgs/D35.png,random
8,9,26,0hkvchjl9j,materials/imgs/D11.png,materials/imgs/D111.png,materials/imgs/D36.png,random
36,47,54,0hkvchjl9j,materials/imgs/D55.png,materials/imgs/D83.png,materials/imgs/D77.png,random
33,48,5,0hkvchjl9j,materials/imgs/D51.png,materials/imgs/D78.png,materials/imgs/D104.png,random
7,43,30,0hkvchjl9j,materials/imgs/D106.png,materials/imgs/D68.png,materials/imgs/D47.png,random
40,40,35,0hkvchjl9j,materials/imgs/D64.png,materials/imgs/D64.png,materials/imgs/D53.png,check
58,28,4,0hkvchjl9j,materials/imgs/D9.png,materials/imgs/D103.png,materials/imgs/D4.png,validation
40,39,52,0hkvchjl9j,materials/imgs/D64.png,materials/imgs/D6.png,materials/imgs/D81.png,validation
22,20,27,0hkvchjl9j,materials/imgs/D3.png,materials/imgs/D37.png,materials/imgs/D26.png,random
27,48,17,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D22.png,materials/imgs/D78.png,random
24,32,13,0hkvchjl9j,materials/imgs/D34.png,materials/imgs/D18.png,materials/imgs/D49.png,random
1,51,9,0hkvchjl9j,materials/imgs/D1.png,materials/imgs/D80.png,materials/imgs/D111.png,random
8,49,22,0hkvchjl9j,materials/imgs/D11.png,materials/imgs/D79.png,materials/imgs/D3.png,random
2,54,60,0hkvchjl9j,materials/imgs/D101.png,materials/imgs/D94.png,materials/imgs/D83.png,random
55,10,27,0hkvchjl9j,materials/imgs/D84.png,materials/imgs/D37.png,materials/imgs/D14.png,random
50,50,13,0hkvchjl9j,materials/imgs/D8.png,materials/imgs/D18.png,materials/imgs/D8.png,check
41,28,11,0hkvchjl9j,materials/imgs/D65.png,materials/imgs/D4.png,materials/imgs/D16.png,validation
4,7,46,0hkvchjl9j,materials/imgs/D103.png,materials/imgs/D76.png,materials/imgs/D106.png,validation
51,18,26,0hkvchjl9j,materials/imgs/D80.png,materials/imgs/D36.png,materials/imgs/D24.png,random
62,13,21,0hkvchjl9j,materials/imgs/D96.png,materials/imgs/D29.png,materials/imgs/D18.png,random
32,8,62,0hkvchjl9j,materials/imgs/D49.png,materials/imgs/D11.png,materials/imgs/D96.png,random
59,48,13,0hkvchjl9j,materials/imgs/D92.png,materials/imgs/D18.png,materials/imgs/D78.png,random
51,53,61,0hkvchjl9j,materials/imgs/D80.png,materials/imgs/D95.png,materials/imgs/D82.png,random
59,43,24,0hkvchjl9j,materials/imgs/D92.png,materials/imgs/D68.png,materials/imgs/D34.png,random
58,23,45,0hkvchjl9j,materials/imgs/D9.png,materials/imgs/D32.png,materials/imgs/D75.png,random
48,48,46,0hkvchjl9j,materials/imgs/D78.png,materials/imgs/D76.png,materials/imgs/D78.png,check
28,34,54,0hkvchjl9j,materials/imgs/D4.png,materials/imgs/D52.png,materials/imgs/D83.png,validation
35,47,45,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D77.png,materials/imgs/D75.png,validation
2,52,61,0hkvchjl9j,materials/imgs/D101.png,materials/imgs/D95.png,materials/imgs/D81.png,random
9,11,47,0hkvchjl9j,materials/imgs/D111.png,materials/imgs/D16.png,materials/imgs/D77.png,random
37,19,34,0hkvchjl9j,materials/imgs/D56.png,materials/imgs/D52.png,materials/imgs/D25.png,random
40,32,22,0hkvchjl9j,materials/imgs/D64.png,materials/imgs/D49.png,materials/imgs/D3.png,random
39,15,57,0hkvchjl9j,materials/imgs/D6.png,materials/imgs/D87.png,materials/imgs/D20.png,random
26,15,31,0hkvchjl9j,materials/imgs/D36.png,materials/imgs/D48.png,materials/imgs/D20.png,random
9,50,60,0hkvchjl9j,materials/imgs/D111.png,materials/imgs/D8.png,materials/imgs/D94.png,random
20,20,29,0hkvchjl9j,materials/imgs/D26.png,materials/imgs/D26.png,materials/imgs/D46.png,check
22,49,31,0hkvchjl9j,materials/imgs/D3.png,materials/imgs/D79.png,materials/imgs/D48.png,validation
15,56,55,0hkvchjl9j,materials/imgs/D20.png,materials/imgs/D84.png,materials/imgs/D85.png,validation
47,52,40,0hkvchjl9j,materials/imgs/D77.png,materials/imgs/D81.png,materials/imgs/D64.png,random
20,60,8,0hkvchjl9j,materials/imgs/D26.png,materials/imgs/D11.png,materials/imgs/D94.png,random
24,48,45,0hkvchjl9j,materials/imgs/D34.png,materials/imgs/D75.png,materials/imgs/D78.png,random
33,21,53,0hkvchjl9j,materials/imgs/D51.png,materials/imgs/D29.png,materials/imgs/D82.png,random
54,39,43,0hkvchjl9j,materials/imgs/D83.png,materials/imgs/D68.png,materials/imgs/D6.png,random
18,8,50,0hkvchjl9j,materials/imgs/D24.png,materials/imgs/D11.png,materials/imgs/D8.png,random
4,16,26,0hkvchjl9j,materials/imgs/D103.png,materials/imgs/D36.png,materials/imgs/D21.png,random
13,13,50,0hkvchjl9j,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
32,50,2,0hkvchjl9j,materials/imgs/D49.png,materials/imgs/D8.png,materials/imgs/D101.png,validation
43,62,31,0hkvchjl9j,materials/imgs/D68.png,materials/imgs/D96.png,materials/imgs/D48.png,validation
9,27,59,0hkvchjl9j,materials/imgs/D111.png,materials/imgs/D92.png,materials/imgs/D37.png,random
35,53,50,0hkvchjl9j,materials/imgs/D53.png,materials/imgs/D8.png,materials/imgs/D82.png,random
15,11,56,0hkvchjl9j,materials/imgs/D20.png,materials/imgs/D85.png,materials/imgs/D16.png,random
6,21,60,0hkvchjl9j,materials/imgs/D105.png,materials/imgs/D94.png,materials/imgs/D29.png,random
11,46,45,0hkvchjl9j,materials/imgs/D16.png,materials/imgs/D75.png,materials/imgs/D76.png,random
8,50,31,0hkvchjl9j,materials/imgs/D11.png,materials/imgs/D8.png,materials/imgs/D48.png,random
27,55,32,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D49.png,materials/imgs/D84.png,random
46,46,48,0hkvchjl9j,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
28,54,34,0hkvchjl9j,materials/imgs/D4.png,materials/imgs/D52.png,materials/imgs/D83.png,validation
43,31,62,0hkvchjl9j,materials/imgs/D68.png,materials/imgs/D96.png,materials/imgs/D48.png,validation
53,51,22,0hkvchjl9j,materials/imgs/D82.png,materials/imgs/D80.png,materials/imgs/D3.png,random
49,39,2,0hkvchjl9j,materials/imgs/D79.png,materials/imgs/D6.png,materials/imgs/D101.png,random
12,24,37,0hkvchjl9j,materials/imgs/D17.png,materials/imgs/D56.png,materials/imgs/D34.png,random
27,60,1,0hkvchjl9j,materials/imgs/D37.png,materials/imgs/D1.png,materials/imgs/D94.png,random
25,26,43,0hkvchjl9j,materials/imgs/D35.png,materials/imgs/D36.png,materials/imgs/D68.png,random
41,6,60,0hkvchjl9j,materials/imgs/D65.png,materials/imgs/D94.png,materials/imgs/D105.png,random
31,44,36,0hkvchjl9j,materials/imgs/D48.png,materials/imgs/D55.png,materials/imgs/D74.png,random
46,46,48,0hkvchjl9j,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
30,1,34,0hkvchjl9j,materials/imgs/D47.png,materials/imgs/D1.png,materials/imgs/D52.png,validation
47,41,3,0hkvchjl9j,materials/imgs/D77.png,materials/imgs/D102.png,materials/imgs/D65.png,validation
6,16,2,0p5xc0ucea,materials/imgs/D105.png,materials/imgs/D101.png,materials/imgs/D21.png,random
4,53,3,0p5xc0ucea,materials/imgs/D103.png,materials/imgs/D82.png,materials/imgs/D102.png,random
33,10,38,0p5xc0ucea,materials/imgs/D51.png,materials/imgs/D14.png,materials/imgs/D57.png,random
62,60,57,0p5xc0ucea,materials/imgs/D96.png,materials/imgs/D94.png,materials/imgs/D87.png,random
36,10,59,0p5xc0ucea,materials/imgs/D55.png,materials/imgs/D92.png,materials/imgs/D14.png,random
17,55,52,0p5xc0ucea,materials/imgs/D22.png,materials/imgs/D84.png,materials/imgs/D81.png,random
19,60,32,0p5xc0ucea,materials/imgs/D25.png,materials/imgs/D94.png,materials/imgs/D49.png,random
16,32,40,0p5xc0ucea,materials/imgs/D21.png,materials/imgs/D49.png,materials/imgs/D64.png,random
52,17,45,0p5xc0ucea,materials/imgs/D81.png,materials/imgs/D75.png,materials/imgs/D22.png,random
41,57,31,0p5xc0ucea,materials/imgs/D65.png,materials/imgs/D87.png,materials/imgs/D48.png,random
57,33,14,0p5xc0ucea,materials/imgs/D87.png,materials/imgs/D51.png,materials/imgs/D19.png,random
62,32,34,0p5xc0ucea,materials/imgs/D96.png,materials/imgs/D49.png,materials/imgs/D52.png,random
11,7,61,0p5xc0ucea,materials/imgs/D16.png,materials/imgs/D95.png,materials/imgs/D106.png,random
45,43,48,0p5xc0ucea,materials/imgs/D75.png,materials/imgs/D68.png,materials/imgs/D78.png,random
27,42,41,0p5xc0ucea,materials/imgs/D37.png,materials/imgs/D65.png,materials/imgs/D66.png,random
58,49,44,0p5xc0ucea,materials/imgs/D9.png,materials/imgs/D79.png,materials/imgs/D74.png,random
55,51,22,0p5xc0ucea,materials/imgs/D84.png,materials/imgs/D3.png,materials/imgs/D80.png,random
46,46,48,0p5xc0ucea,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
22,49,31,0p5xc0ucea,materials/imgs/D3.png,materials/imgs/D79.png,materials/imgs/D48.png,validation
32,2,50,0p5xc0ucea,materials/imgs/D49.png,materials/imgs/D8.png,materials/imgs/D101.png,validation
48,54,25,0p5xc0ucea,materials/imgs/D78.png,materials/imgs/D35.png,materials/imgs/D83.png,random
22,34,13,0p5xc0ucea,materials/imgs/D3.png,materials/imgs/D52.png,materials/imgs/D18.png,random
45,39,55,0p5xc0ucea,materials/imgs/D75.png,materials/imgs/D6.png,materials/imgs/D84.png,random
10,25,45,0p5xc0ucea,materials/imgs/D14.png,materials/imgs/D75.png,materials/imgs/D35.png,random
1,48,13,0p5xc0ucea,materials/imgs/D1.png,materials/imgs/D18.png,materials/imgs/D78.png,random
40,30,36,0p5xc0ucea,materials/imgs/D64.png,materials/imgs/D55.png,materials/imgs/D47.png,random
53,16,27,0p5xc0ucea,materials/imgs/D82.png,materials/imgs/D21.png,materials/imgs/D37.png,random
40,40,35,0p5xc0ucea,materials/imgs/D64.png,materials/imgs/D64.png,materials/imgs/D53.png,check
26,32,30,0p5xc0ucea,materials/imgs/D36.png,materials/imgs/D47.png,materials/imgs/D49.png,validation
61,28,26,0p5xc0ucea,materials/imgs/D95.png,materials/imgs/D36.png,materials/imgs/D4.png,validation
31,29,7,0p5xc0ucea,materials/imgs/D48.png,materials/imgs/D46.png,materials/imgs/D106.png,random
29,13,22,0p5xc0ucea,materials/imgs/D46.png,materials/imgs/D3.png,materials/imgs/D18.png,random
32,34,45,0p5xc0ucea,materials/imgs/D49.png,materials/imgs/D52.png,materials/imgs/D75.png,random
14,62,25,0p5xc0ucea,materials/imgs/D19.png,materials/imgs/D96.png,materials/imgs/D35.png,random
57,21,58,0p5xc0ucea,materials/imgs/D87.png,materials/imgs/D9.png,materials/imgs/D29.png,random
6,37,44,0p5xc0ucea,materials/imgs/D105.png,materials/imgs/D74.png,materials/imgs/D56.png,random
26,9,32,0p5xc0ucea,materials/imgs/D36.png,materials/imgs/D111.png,materials/imgs/D49.png,random
35,35,40,0p5xc0ucea,materials/imgs/D53.png,materials/imgs/D64.png,materials/imgs/D53.png,check
27,9,55,0p5xc0ucea,materials/imgs/D37.png,materials/imgs/D84.png,materials/imgs/D111.png,validation
56,39,9,0p5xc0ucea,materials/imgs/D85.png,materials/imgs/D6.png,materials/imgs/D111.png,validation
16,28,24,0p5xc0ucea,materials/imgs/D21.png,materials/imgs/D4.png,materials/imgs/D34.png,random
24,39,8,0p5xc0ucea,materials/imgs/D34.png,materials/imgs/D11.png,materials/imgs/D6.png,random
22,17,14,0p5xc0ucea,materials/imgs/D3.png,materials/imgs/D19.png,materials/imgs/D22.png,random
52,30,40,0p5xc0ucea,materials/imgs/D81.png,materials/imgs/D47.png,materials/imgs/D64.png,random
61,51,57,0p5xc0ucea,materials/imgs/D95.png,materials/imgs/D80.png,materials/imgs/D87.png,random
7,36,19,0p5xc0ucea,materials/imgs/D106.png,materials/imgs/D55.png,materials/imgs/D25.png,random
12,62,45,0p5xc0ucea,materials/imgs/D17.png,materials/imgs/D75.png,materials/imgs/D96.png,random
48,48,46,0p5xc0ucea,materials/imgs/D78.png,materials/imgs/D76.png,materials/imgs/D78.png,check
