head,winner,loser,subject_id,center,left,right,validation
42,34,23,a71b4k8han,materials/imgs/D66.png,materials/imgs/D32.png,materials/imgs/D52.png,random
27,60,22,a71b4k8han,materials/imgs/D37.png,materials/imgs/D94.png,materials/imgs/D3.png,random
42,57,41,a71b4k8han,materials/imgs/D66.png,materials/imgs/D87.png,materials/imgs/D65.png,random
33,40,28,a71b4k8han,materials/imgs/D51.png,materials/imgs/D4.png,materials/imgs/D64.png,random
27,48,47,a71b4k8han,materials/imgs/D37.png,materials/imgs/D77.png,materials/imgs/D78.png,random
25,37,16,a71b4k8han,materials/imgs/D35.png,materials/imgs/D21.png,materials/imgs/D56.png,random
1,46,29,a71b4k8han,materials/imgs/D1.png,materials/imgs/D76.png,materials/imgs/D46.png,random
47,13,50,a71b4k8han,materials/imgs/D77.png,materials/imgs/D18.png,materials/imgs/D8.png,random
51,38,15,a71b4k8han,materials/imgs/D80.png,materials/imgs/D57.png,materials/imgs/D20.png,random
62,47,43,a71b4k8han,materials/imgs/D96.png,materials/imgs/D68.png,materials/imgs/D77.png,random
8,46,2,a71b4k8han,materials/imgs/D11.png,materials/imgs/D76.png,materials/imgs/D101.png,random
29,53,1,a71b4k8han,materials/imgs/D46.png,materials/imgs/D1.png,materials/imgs/D82.png,random
44,15,43,a71b4k8han,materials/imgs/D74.png,materials/imgs/D20.png,materials/imgs/D68.png,random
13,13,50,a71b4k8han,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
32,2,50,a71b4k8han,materials/imgs/D49.png,materials/imgs/D8.png,materials/imgs/D101.png,validation
56,39,9,a71b4k8han,materials/imgs/D85.png,materials/imgs/D6.png,materials/imgs/D111.png,validation
4,28,62,a71b4k8han,materials/imgs/D103.png,materials/imgs/D4.png,materials/imgs/D96.png,random
40,10,44,a71b4k8han,materials/imgs/D64.png,materials/imgs/D74.png,materials/imgs/D14.png,random
55,49,26,a71b4k8han,materials/imgs/D84.png,materials/imgs/D79.png,materials/imgs/D36.png,random
49,16,5,a71b4k8han,materials/imgs/D79.png,materials/imgs/D21.png,materials/imgs/D104.png,random
16,27,40,a71b4k8han,materials/imgs/D21.png,materials/imgs/D37.png,materials/imgs/D64.png,random
35,54,29,a71b4k8han,materials/imgs/D53.png,materials/imgs/D83.png,materials/imgs/D46.png,random
10,26,33,a71b4k8han,materials/imgs/D14.png,materials/imgs/D51.png,materials/imgs/D36.png,random
13,13,50,a71b4k8han,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
19,40,4,a71b4k8han,materials/imgs/D25.png,materials/imgs/D103.png,materials/imgs/D64.png,validation
37,19,6,a71b4k8han,materials/imgs/D56.png,materials/imgs/D25.png,materials/imgs/D105.png,validation
59,62,33,a71b4k8han,materials/imgs/D92.png,materials/imgs/D51.png,materials/imgs/D96.png,random
20,56,33,a71b4k8han,materials/imgs/D26.png,materials/imgs/D51.png,materials/imgs/D85.png,random
58,57,7,a71b4k8han,materials/imgs/D9.png,materials/imgs/D87.png,materials/imgs/D106.png,random
60,3,23,a71b4k8han,materials/imgs/D94.png,materials/imgs/D32.png,materials/imgs/D102.png,random
6,46,56,a71b4k8han,materials/imgs/D105.png,materials/imgs/D76.png,materials/imgs/D85.png,random
26,52,49,a71b4k8han,materials/imgs/D36.png,materials/imgs/D81.png,materials/imgs/D79.png,random
53,17,22,a71b4k8han,materials/imgs/D82.png,materials/imgs/D3.png,materials/imgs/D22.png,random
13,13,50,a71b4k8han,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
43,62,31,a71b4k8han,materials/imgs/D68.png,materials/imgs/D96.png,materials/imgs/D48.png,validation
54,18,50,a71b4k8han,materials/imgs/D83.png,materials/imgs/D24.png,materials/imgs/D8.png,validation
17,57,21,a71b4k8han,materials/imgs/D22.png,materials/imgs/D29.png,materials/imgs/D87.png,random
52,61,29,a71b4k8han,materials/imgs/D81.png,materials/imgs/D46.png,materials/imgs/D95.png,random
46,48,59,a71b4k8han,materials/imgs/D76.png,materials/imgs/D78.png,materials/imgs/D92.png,random
21,26,62,a71b4k8han,materials/imgs/D29.png,materials/imgs/D36.png,materials/imgs/D96.png,random
42,21,12,a71b4k8han,materials/imgs/D66.png,materials/imgs/D17.png,materials/imgs/D29.png,random
16,21,17,a71b4k8han,materials/imgs/D21.png,materials/imgs/D22.png,materials/imgs/D29.png,random
33,8,20,a71b4k8han,materials/imgs/D51.png,materials/imgs/D11.png,materials/imgs/D26.png,random
46,46,48,a71b4k8han,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
8,54,31,a71b4k8han,materials/imgs/D11.png,materials/imgs/D83.png,materials/imgs/D48.png,validation
58,28,4,a71b4k8han,materials/imgs/D9.png,materials/imgs/D103.png,materials/imgs/D4.png,validation
54,16,1,a71b4k8han,materials/imgs/D83.png,materials/imgs/D21.png,materials/imgs/D1.png,random
12,26,22,a71b4k8han,materials/imgs/D17.png,materials/imgs/D36.png,materials/imgs/D3.png,random
13,14,29,a71b4k8han,materials/imgs/D18.png,materials/imgs/D46.png,materials/imgs/D19.png,random
38,57,49,a71b4k8han,materials/imgs/D57.png,materials/imgs/D79.png,materials/imgs/D87.png,random
17,12,19,a71b4k8han,materials/imgs/D22.png,materials/imgs/D17.png,materials/imgs/D25.png,random
22,39,9,a71b4k8han,materials/imgs/D3.png,materials/imgs/D6.png,materials/imgs/D111.png,random
52,26,9,a71b4k8han,materials/imgs/D81.png,materials/imgs/D111.png,materials/imgs/D36.png,random
50,50,13,a71b4k8han,materials/imgs/D8.png,materials/imgs/D18.png,materials/imgs/D8.png,check
13,38,23,a71b4k8han,materials/imgs/D18.png,materials/imgs/D32.png,materials/imgs/D57.png,validation
26,32,30,a71b4k8han,materials/imgs/D36.png,materials/imgs/D47.png,materials/imgs/D49.png,validation
40,13,55,a71b4k8han,materials/imgs/D64.png,materials/imgs/D18.png,materials/imgs/D84.png,random
46,36,60,a71b4k8han,materials/imgs/D76.png,materials/imgs/D55.png,materials/imgs/D94.png,random
60,20,34,a71b4k8han,materials/imgs/D94.png,materials/imgs/D52.png,materials/imgs/D26.png,random
59,1,31,a71b4k8han,materials/imgs/D92.png,materials/imgs/D48.png,materials/imgs/D1.png,random
26,4,61,a71b4k8han,materials/imgs/D36.png,materials/imgs/D95.png,materials/imgs/D103.png,random
42,59,8,a71b4k8han,materials/imgs/D66.png,materials/imgs/D11.png,materials/imgs/D92.png,random
8,9,2,a71b4k8han,materials/imgs/D11.png,materials/imgs/D111.png,materials/imgs/D101.png,random
35,35,40,a71b4k8han,materials/imgs/D53.png,materials/imgs/D64.png,materials/imgs/D53.png,check
30,34,1,a71b4k8han,materials/imgs/D47.png,materials/imgs/D1.png,materials/imgs/D52.png,validation
41,28,11,a71b4k8han,materials/imgs/D65.png,materials/imgs/D4.png,materials/imgs/D16.png,validation
60,28,25,a71b4k8han,materials/imgs/D94.png,materials/imgs/D35.png,materials/imgs/D4.png,random
4,41,25,a71b4k8han,materials/imgs/D103.png,materials/imgs/D35.png,materials/imgs/D65.png,random
23,1,40,a71b4k8han,materials/imgs/D32.png,materials/imgs/D1.png,materials/imgs/D64.png,random
55,10,33,a71b4k8han,materials/imgs/D84.png,materials/imgs/D51.png,materials/imgs/D14.png,random
19,53,10,a71b4k8han,materials/imgs/D25.png,materials/imgs/D82.png,materials/imgs/D14.png,random
54,57,62,a71b4k8han,materials/imgs/D83.png,materials/imgs/D87.png,materials/imgs/D96.png,random
52,46,42,a71b4k8han,materials/imgs/D81.png,materials/imgs/D66.png,materials/imgs/D76.png,random
48,48,46,a71b4k8han,materials/imgs/D78.png,materials/imgs/D76.png,materials/imgs/D78.png,check
9,53,61,a71b4k8han,materials/imgs/D111.png,materials/imgs/D82.png,materials/imgs/D95.png,validation
55,27,7,a71b4k8han,materials/imgs/D84.png,materials/imgs/D106.png,materials/imgs/D37.png,validation
39,16,38,a71b4k8han,materials/imgs/D6.png,materials/imgs/D57.png,materials/imgs/D21.png,random
55,24,19,a71b4k8han,materials/imgs/D84.png,materials/imgs/D34.png,materials/imgs/D25.png,random
51,35,17,a71b4k8han,materials/imgs/D80.png,materials/imgs/D53.png,materials/imgs/D22.png,random
51,23,13,a71b4k8han,materials/imgs/D80.png,materials/imgs/D18.png,materials/imgs/D32.png,random
49,30,19,a71b4k8han,materials/imgs/D79.png,materials/imgs/D47.png,materials/imgs/D25.png,random
51,53,7,a71b4k8han,materials/imgs/D80.png,materials/imgs/D106.png,materials/imgs/D82.png,random
44,61,5,a71b4k8han,materials/imgs/D74.png,materials/imgs/D104.png,materials/imgs/D95.png,random
48,48,46,a71b4k8han,materials/imgs/D78.png,materials/imgs/D76.png,materials/imgs/D78.png,check
9,53,61,a71b4k8han,materials/imgs/D111.png,materials/imgs/D82.png,materials/imgs/D95.png,validation
45,28,62,a71b4k8han,materials/imgs/D75.png,materials/imgs/D96.png,materials/imgs/D4.png,validation
29,12,11,a71b4k8han,materials/imgs/D46.png,materials/imgs/D17.png,materials/imgs/D16.png,random
4,55,34,a71b4k8han,materials/imgs/D103.png,materials/imgs/D52.png,materials/imgs/D84.png,random
53,21,45,a71b4k8han,materials/imgs/D82.png,materials/imgs/D29.png,materials/imgs/D75.png,random
34,39,27,a71b4k8han,materials/imgs/D52.png,materials/imgs/D6.png,materials/imgs/D37.png,random
53,47,1,a71b4k8han,materials/imgs/D82.png,materials/imgs/D77.png,materials/imgs/D1.png,random
18,51,12,a71b4k8han,materials/imgs/D24.png,materials/imgs/D17.png,materials/imgs/D80.png,random
2,4,33,a71b4k8han,materials/imgs/D101.png,materials/imgs/D103.png,materials/imgs/D51.png,random
46,46,48,a71b4k8han,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
3,9,23,a71b4k8han,materials/imgs/D102.png,materials/imgs/D32.png,materials/imgs/D111.png,validation
28,54,34,a71b4k8han,materials/imgs/D4.png,materials/imgs/D52.png,materials/imgs/D83.png,validation
18,11,32,a71b4k8han,materials/imgs/D24.png,materials/imgs/D16.png,materials/imgs/D49.png,random
28,24,6,a71b4k8han,materials/imgs/D4.png,materials/imgs/D105.png,materials/imgs/D34.png,random
18,57,32,a71b4k8han,materials/imgs/D24.png,materials/imgs/D87.png,materials/imgs/D49.png,random
61,21,35,a71b4k8han,materials/imgs/D95.png,materials/imgs/D29.png,materials/imgs/D53.png,random
6,38,41,a71b4k8han,materials/imgs/D105.png,materials/imgs/D65.png,materials/imgs/D57.png,random
49,13,57,a71b4k8han,materials/imgs/D79.png,materials/imgs/D18.png,materials/imgs/D87.png,random
43,47,29,a71b4k8han,materials/imgs/D68.png,materials/imgs/D46.png,materials/imgs/D77.png,random
20,20,29,a71b4k8han,materials/imgs/D26.png,materials/imgs/D26.png,materials/imgs/D46.png,check
38,28,9,a71b4k8han,materials/imgs/D57.png,materials/imgs/D111.png,materials/imgs/D4.png,validation
17,28,19,a71b4k8han,materials/imgs/D22.png,materials/imgs/D4.png,materials/imgs/D25.png,validation
56,32,47,a71b4k8han,materials/imgs/D85.png,materials/imgs/D49.png,materials/imgs/D77.png,random
31,18,7,a71b4k8han,materials/imgs/D48.png,materials/imgs/D106.png,materials/imgs/D24.png,random
31,29,47,a71b4k8han,materials/imgs/D48.png,materials/imgs/D46.png,materials/imgs/D77.png,random
57,51,10,a71b4k8han,materials/imgs/D87.png,materials/imgs/D80.png,materials/imgs/D14.png,random
60,62,12,a71b4k8han,materials/imgs/D94.png,materials/imgs/D96.png,materials/imgs/D17.png,random
53,18,50,a71b4k8han,materials/imgs/D82.png,materials/imgs/D24.png,materials/imgs/D8.png,random
62,40,35,a71b4k8han,materials/imgs/D96.png,materials/imgs/D53.png,materials/imgs/D64.png,random
50,50,13,a71b4k8han,materials/imgs/D8.png,materials/imgs/D18.png,materials/imgs/D8.png,check
58,28,4,a71b4k8han,materials/imgs/D9.png,materials/imgs/D103.png,materials/imgs/D4.png,validation
35,47,45,a71b4k8han,materials/imgs/D53.png,materials/imgs/D77.png,materials/imgs/D75.png,validation
60,37,6,a71b4k8han,materials/imgs/D94.png,materials/imgs/D105.png,materials/imgs/D56.png,random
52,4,50,a71b4k8han,materials/imgs/D81.png,materials/imgs/D103.png,materials/imgs/D8.png,random
48,55,26,a71b4k8han,materials/imgs/D78.png,materials/imgs/D36.png,materials/imgs/D84.png,random
8,15,41,a71b4k8han,materials/imgs/D11.png,materials/imgs/D65.png,materials/imgs/D20.png,random
50,52,21,a71b4k8han,materials/imgs/D8.png,materials/imgs/D81.png,materials/imgs/D29.png,random
23,14,56,a71b4k8han,materials/imgs/D32.png,materials/imgs/D85.png,materials/imgs/D19.png,random
36,4,2,a71b4k8han,materials/imgs/D55.png,materials/imgs/D101.png,materials/imgs/D103.png,random
29,29,20,a71b4k8han,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
29,59,47,a71b4k8han,materials/imgs/D46.png,materials/imgs/D92.png,materials/imgs/D77.png,validation
20,26,59,a71b4k8han,materials/imgs/D26.png,materials/imgs/D36.png,materials/imgs/D92.png,validation
29,40,21,a71b4k8han,materials/imgs/D46.png,materials/imgs/D64.png,materials/imgs/D29.png,random
12,4,49,a71b4k8han,materials/imgs/D17.png,materials/imgs/D79.png,materials/imgs/D103.png,random
23,22,33,a71b4k8han,materials/imgs/D32.png,materials/imgs/D51.png,materials/imgs/D3.png,random
13,60,22,a71b4k8han,materials/imgs/D18.png,materials/imgs/D3.png,materials/imgs/D94.png,random
12,56,13,a71b4k8han,materials/imgs/D17.png,materials/imgs/D85.png,materials/imgs/D18.png,random
23,52,6,a71b4k8han,materials/imgs/D32.png,materials/imgs/D81.png,materials/imgs/D105.png,random
35,7,24,a71b4k8han,materials/imgs/D53.png,materials/imgs/D34.png,materials/imgs/D106.png,random
20,20,29,a71b4k8han,materials/imgs/D26.png,materials/imgs/D26.png,materials/imgs/D46.png,check
11,34,19,a71b4k8han,materials/imgs/D16.png,materials/imgs/D52.png,materials/imgs/D25.png,validation
59,37,47,a71b4k8han,materials/imgs/D92.png,materials/imgs/D56.png,materials/imgs/D77.png,validation
60,30,7,a71b4k8han,materials/imgs/D94.png,materials/imgs/D106.png,materials/imgs/D47.png,random
45,18,54,a71b4k8han,materials/imgs/D75.png,materials/imgs/D24.png,materials/imgs/D83.png,random
56,4,40,a71b4k8han,materials/imgs/D85.png,materials/imgs/D103.png,materials/imgs/D64.png,random
19,36,16,a71b4k8han,materials/imgs/D25.png,materials/imgs/D21.png,materials/imgs/D55.png,random
40,11,42,a71b4k8han,materials/imgs/D64.png,materials/imgs/D16.png,materials/imgs/D66.png,random
49,43,38,a71b4k8han,materials/imgs/D79.png,materials/imgs/D57.png,materials/imgs/D68.png,random
28,9,50,a71b4k8han,materials/imgs/D4.png,materials/imgs/D111.png,materials/imgs/D8.png,random
2,2,7,a71b4k8han,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
7,38,13,a71b4k8han,materials/imgs/D106.png,materials/imgs/D57.png,materials/imgs/D18.png,validation
3,9,23,a71b4k8han,materials/imgs/D102.png,materials/imgs/D32.png,materials/imgs/D111.png,validation
40,2,49,a71b4k8han,materials/imgs/D64.png,materials/imgs/D79.png,materials/imgs/D101.png,random
60,37,32,a71b4k8han,materials/imgs/D94.png,materials/imgs/D56.png,materials/imgs/D49.png,random
55,1,31,a71b4k8han,materials/imgs/D84.png,materials/imgs/D48.png,materials/imgs/D1.png,random
27,44,50,a71b4k8han,materials/imgs/D37.png,materials/imgs/D8.png,materials/imgs/D74.png,random
54,56,48,a71b4k8han,materials/imgs/D83.png,materials/imgs/D85.png,materials/imgs/D78.png,random
27,49,61,a71b4k8han,materials/imgs/D37.png,materials/imgs/D79.png,materials/imgs/D95.png,random
61,56,45,a71b4k8han,materials/imgs/D95.png,materials/imgs/D85.png,materials/imgs/D75.png,random
13,13,50,a71b4k8han,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
15,55,56,a71b4k8han,materials/imgs/D20.png,materials/imgs/D84.png,materials/imgs/D85.png,validation
19,40,4,a71b4k8han,materials/imgs/D25.png,materials/imgs/D103.png,materials/imgs/D64.png,validation
41,28,3,a71b4k8han,materials/imgs/D65.png,materials/imgs/D4.png,materials/imgs/D102.png,random
56,14,26,a71b4k8han,materials/imgs/D85.png,materials/imgs/D19.png,materials/imgs/D36.png,random
54,41,28,a71b4k8han,materials/imgs/D83.png,materials/imgs/D4.png,materials/imgs/D65.png,random
39,56,8,a71b4k8han,materials/imgs/D6.png,materials/imgs/D11.png,materials/imgs/D85.png,random
53,58,7,a71b4k8han,materials/imgs/D82.png,materials/imgs/D106.png,materials/imgs/D9.png,random
34,10,38,a71b4k8han,materials/imgs/D52.png,materials/imgs/D14.png,materials/imgs/D57.png,random
47,34,53,a71b4k8han,materials/imgs/D77.png,materials/imgs/D52.png,materials/imgs/D82.png,random
35,35,40,a71b4k8han,materials/imgs/D53.png,materials/imgs/D64.png,materials/imgs/D53.png,check
46,54,39,a71b4k8han,materials/imgs/D76.png,materials/imgs/D83.png,materials/imgs/D6.png,validation
22,49,31,a71b4k8han,materials/imgs/D3.png,materials/imgs/D79.png,materials/imgs/D48.png,validation
52,48,60,a71b4k8han,materials/imgs/D81.png,materials/imgs/D94.png,materials/imgs/D78.png,random
54,17,25,a71b4k8han,materials/imgs/D83.png,materials/imgs/D35.png,materials/imgs/D22.png,random
25,8,52,a71b4k8han,materials/imgs/D35.png,materials/imgs/D81.png,materials/imgs/D11.png,random
55,4,16,a71b4k8han,materials/imgs/D84.png,materials/imgs/D21.png,materials/imgs/D103.png,random
23,2,37,a71b4k8han,materials/imgs/D32.png,materials/imgs/D101.png,materials/imgs/D56.png,random
2,44,46,a71b4k8han,materials/imgs/D101.png,materials/imgs/D74.png,materials/imgs/D76.png,random
24,26,2,a71b4k8han,materials/imgs/D34.png,materials/imgs/D101.png,materials/imgs/D36.png,random
13,13,50,a71b4k8han,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
61,26,28,a71b4k8han,materials/imgs/D95.png,materials/imgs/D36.png,materials/imgs/D4.png,validation
22,49,31,a71b4k8han,materials/imgs/D3.png,materials/imgs/D79.png,materials/imgs/D48.png,validation
8,38,58,a71b4k8han,materials/imgs/D11.png,materials/imgs/D57.png,materials/imgs/D9.png,random
37,1,24,a71b4k8han,materials/imgs/D56.png,materials/imgs/D34.png,materials/imgs/D1.png,random
16,55,52,a71b4k8han,materials/imgs/D21.png,materials/imgs/D81.png,materials/imgs/D84.png,random
38,47,58,a71b4k8han,materials/imgs/D57.png,materials/imgs/D77.png,materials/imgs/D9.png,random
22,52,54,a71b4k8han,materials/imgs/D3.png,materials/imgs/D83.png,materials/imgs/D81.png,random
18,23,22,a71b4k8han,materials/imgs/D24.png,materials/imgs/D32.png,materials/imgs/D3.png,random
51,17,24,a71b4k8han,materials/imgs/D80.png,materials/imgs/D22.png,materials/imgs/D34.png,random
7,7,2,a71b4k8han,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
38,28,9,a71b4k8han,materials/imgs/D57.png,materials/imgs/D111.png,materials/imgs/D4.png,validation
32,2,50,a71b4k8han,materials/imgs/D49.png,materials/imgs/D8.png,materials/imgs/D101.png,validation
15,8,46,a71b4k8han,materials/imgs/D20.png,materials/imgs/D76.png,materials/imgs/D11.png,random
21,41,33,a71b4k8han,materials/imgs/D29.png,materials/imgs/D65.png,materials/imgs/D51.png,random
62,32,24,a71b4k8han,materials/imgs/D96.png,materials/imgs/D49.png,materials/imgs/D34.png,random
6,15,45,a71b4k8han,materials/imgs/D105.png,materials/imgs/D75.png,materials/imgs/D20.png,random
51,28,26,a71b4k8han,materials/imgs/D80.png,materials/imgs/D4.png,materials/imgs/D36.png,random
61,55,4,a71b4k8han,materials/imgs/D95.png,materials/imgs/D103.png,materials/imgs/D84.png,random
27,46,22,a71b4k8han,materials/imgs/D37.png,materials/imgs/D76.png,materials/imgs/D3.png,random
13,13,50,a71b4k8han,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
52,18,6,a71b4k8han,materials/imgs/D81.png,materials/imgs/D105.png,materials/imgs/D24.png,validation
45,62,28,a71b4k8han,materials/imgs/D75.png,materials/imgs/D96.png,materials/imgs/D4.png,validation
24,61,23,a71b4k8han,materials/imgs/D34.png,materials/imgs/D32.png,materials/imgs/D95.png,random
55,58,20,a71b4k8han,materials/imgs/D84.png,materials/imgs/D9.png,materials/imgs/D26.png,random
29,59,11,a71b4k8han,materials/imgs/D46.png,materials/imgs/D92.png,materials/imgs/D16.png,random
20,34,16,a71b4k8han,materials/imgs/D26.png,materials/imgs/D52.png,materials/imgs/D21.png,random
8,28,16,a71b4k8han,materials/imgs/D11.png,materials/imgs/D21.png,materials/imgs/D4.png,random
39,7,29,a71b4k8han,materials/imgs/D6.png,materials/imgs/D46.png,materials/imgs/D106.png,random
26,57,54,a71b4k8han,materials/imgs/D36.png,materials/imgs/D83.png,materials/imgs/D87.png,random
13,13,50,a71b4k8han,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
27,55,9,a71b4k8han,materials/imgs/D37.png,materials/imgs/D84.png,materials/imgs/D111.png,validation
25,54,18,a71b4k8han,materials/imgs/D35.png,materials/imgs/D83.png,materials/imgs/D24.png,validation
28,25,39,asjp7tndpd,materials/imgs/D4.png,materials/imgs/D6.png,materials/imgs/D35.png,random
54,25,30,asjp7tndpd,materials/imgs/D83.png,materials/imgs/D35.png,materials/imgs/D47.png,random
42,18,43,asjp7tndpd,materials/imgs/D66.png,materials/imgs/D68.png,materials/imgs/D24.png,random
18,28,49,asjp7tndpd,materials/imgs/D24.png,materials/imgs/D79.png,materials/imgs/D4.png,random
61,51,29,asjp7tndpd,materials/imgs/D95.png,materials/imgs/D46.png,materials/imgs/D80.png,random
41,22,52,asjp7tndpd,materials/imgs/D65.png,materials/imgs/D81.png,materials/imgs/D3.png,random
52,10,3,asjp7tndpd,materials/imgs/D81.png,materials/imgs/D14.png,materials/imgs/D102.png,random
59,21,50,asjp7tndpd,materials/imgs/D92.png,materials/imgs/D29.png,materials/imgs/D8.png,random
5,14,29,asjp7tndpd,materials/imgs/D104.png,materials/imgs/D46.png,materials/imgs/D19.png,random
12,18,5,asjp7tndpd,materials/imgs/D17.png,materials/imgs/D104.png,materials/imgs/D24.png,random
12,10,37,asjp7tndpd,materials/imgs/D17.png,materials/imgs/D14.png,materials/imgs/D56.png,random
35,46,60,asjp7tndpd,materials/imgs/D53.png,materials/imgs/D94.png,materials/imgs/D76.png,random
22,2,62,asjp7tndpd,materials/imgs/D3.png,materials/imgs/D101.png,materials/imgs/D96.png,random
8,21,47,asjp7tndpd,materials/imgs/D11.png,materials/imgs/D77.png,materials/imgs/D29.png,random
62,24,56,asjp7tndpd,materials/imgs/D96.png,materials/imgs/D34.png,materials/imgs/D85.png,random
28,12,32,asjp7tndpd,materials/imgs/D4.png,materials/imgs/D17.png,materials/imgs/D49.png,random
24,28,30,asjp7tndpd,materials/imgs/D34.png,materials/imgs/D47.png,materials/imgs/D4.png,random
48,48,46,asjp7tndpd,materials/imgs/D78.png,materials/imgs/D76.png,materials/imgs/D78.png,check
23,43,62,asjp7tndpd,materials/imgs/D32.png,materials/imgs/D68.png,materials/imgs/D96.png,validation
23,43,62,asjp7tndpd,materials/imgs/D32.png,materials/imgs/D68.png,materials/imgs/D96.png,validation
56,51,44,asjp7tndpd,materials/imgs/D85.png,materials/imgs/D74.png,materials/imgs/D80.png,random
46,10,24,asjp7tndpd,materials/imgs/D76.png,materials/imgs/D34.png,materials/imgs/D14.png,random
24,57,6,asjp7tndpd,materials/imgs/D34.png,materials/imgs/D105.png,materials/imgs/D87.png,random
53,37,50,asjp7tndpd,materials/imgs/D82.png,materials/imgs/D8.png,materials/imgs/D56.png,random
21,39,41,asjp7tndpd,materials/imgs/D29.png,materials/imgs/D6.png,materials/imgs/D65.png,random
55,58,30,asjp7tndpd,materials/imgs/D84.png,materials/imgs/D47.png,materials/imgs/D9.png,random
6,5,2,asjp7tndpd,materials/imgs/D105.png,materials/imgs/D104.png,materials/imgs/D101.png,random
7,7,2,asjp7tndpd,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
42,56,19,asjp7tndpd,materials/imgs/D66.png,materials/imgs/D85.png,materials/imgs/D25.png,validation
41,28,11,asjp7tndpd,materials/imgs/D65.png,materials/imgs/D4.png,materials/imgs/D16.png,validation
59,52,49,asjp7tndpd,materials/imgs/D92.png,materials/imgs/D79.png,materials/imgs/D81.png,random
18,27,10,asjp7tndpd,materials/imgs/D24.png,materials/imgs/D14.png,materials/imgs/D37.png,random
62,52,44,asjp7tndpd,materials/imgs/D96.png,materials/imgs/D74.png,materials/imgs/D81.png,random
55,51,33,asjp7tndpd,materials/imgs/D84.png,materials/imgs/D80.png,materials/imgs/D51.png,random
9,36,27,asjp7tndpd,materials/imgs/D111.png,materials/imgs/D55.png,materials/imgs/D37.png,random
54,56,43,asjp7tndpd,materials/imgs/D83.png,materials/imgs/D85.png,materials/imgs/D68.png,random
12,29,31,asjp7tndpd,materials/imgs/D17.png,materials/imgs/D46.png,materials/imgs/D48.png,random
46,46,48,asjp7tndpd,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
19,40,4,asjp7tndpd,materials/imgs/D25.png,materials/imgs/D103.png,materials/imgs/D64.png,validation
43,62,31,asjp7tndpd,materials/imgs/D68.png,materials/imgs/D96.png,materials/imgs/D48.png,validation
59,11,62,asjp7tndpd,materials/imgs/D92.png,materials/imgs/D96.png,materials/imgs/D16.png,random
51,46,42,asjp7tndpd,materials/imgs/D80.png,materials/imgs/D66.png,materials/imgs/D76.png,random
58,34,7,asjp7tndpd,materials/imgs/D9.png,materials/imgs/D52.png,materials/imgs/D106.png,random
55,21,25,asjp7tndpd,materials/imgs/D84.png,materials/imgs/D35.png,materials/imgs/D29.png,random
2,61,51,asjp7tndpd,materials/imgs/D101.png,materials/imgs/D95.png,materials/imgs/D80.png,random
16,31,62,asjp7tndpd,materials/imgs/D21.png,materials/imgs/D96.png,materials/imgs/D48.png,random
49,42,20,asjp7tndpd,materials/imgs/D79.png,materials/imgs/D26.png,materials/imgs/D66.png,random
2,2,7,asjp7tndpd,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
22,49,31,asjp7tndpd,materials/imgs/D3.png,materials/imgs/D79.png,materials/imgs/D48.png,validation
50,2,34,asjp7tndpd,materials/imgs/D8.png,materials/imgs/D101.png,materials/imgs/D52.png,validation
20,1,39,asjp7tndpd,materials/imgs/D26.png,materials/imgs/D6.png,materials/imgs/D1.png,random
38,47,24,asjp7tndpd,materials/imgs/D57.png,materials/imgs/D77.png,materials/imgs/D34.png,random
43,9,37,asjp7tndpd,materials/imgs/D68.png,materials/imgs/D56.png,materials/imgs/D111.png,random
19,8,49,asjp7tndpd,materials/imgs/D25.png,materials/imgs/D11.png,materials/imgs/D79.png,random
35,12,44,asjp7tndpd,materials/imgs/D53.png,materials/imgs/D74.png,materials/imgs/D17.png,random
52,10,5,asjp7tndpd,materials/imgs/D81.png,materials/imgs/D104.png,materials/imgs/D14.png,random
48,53,9,asjp7tndpd,materials/imgs/D78.png,materials/imgs/D82.png,materials/imgs/D111.png,random
50,50,13,asjp7tndpd,materials/imgs/D8.png,materials/imgs/D18.png,materials/imgs/D8.png,check
30,34,1,asjp7tndpd,materials/imgs/D47.png,materials/imgs/D1.png,materials/imgs/D52.png,validation
4,7,46,asjp7tndpd,materials/imgs/D103.png,materials/imgs/D76.png,materials/imgs/D106.png,validation
